source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
source_clean	result_all_converted.clean.csv	567		143					野鸭		ya115aeq54	ya115aeq54				roundtrip_mismatch	ɦia115æʔ54	yia115aeq54	
source_clean	result_all_converted.clean.csv	568		143					长脚鹭		tsan335ciaq5lu52	tsan335ciaq5lu52				roundtrip_mismatch	tsaŋ335tɕiaʔ5lu52	tsan335tciaq5lu52	
source_clean	result_all_converted.clean.csv	569		143					鲫鱼		ciq3yu52	ciq3yu52				roundtrip_mismatch	tɕieʔ3ɦy52	tciq3yu52	
source_clean	result_all_converted.clean.csv	570		143					白鲫		baq1ciq5	baq1ciq5				roundtrip_mismatch	baʔ1tɕieʔ5	baq1tciq5	
source_clean	result_all_converted.clean.csv	588		144					鳜花		ci33huo33	ci33huo33				roundtrip_mismatch	tɕi33huo33	tci33huo33	
source_clean	result_all_converted.clean.csv	611		145					划水		wo11sy55	wo11sy55				roundtrip_mismatch	ɦuo11sɿ55	wuo11sy55	
source_clean	result_all_converted.clean.csv	628		145					横甲蟹		wan11ciaq5ha52	wan11ciaq5ha52				roundtrip_mismatch	ɦuaŋ11tɕiaʔ5ha52	wuan11tciaq5ha52	
source_clean	result_all_converted.clean.csv	642		146					青蛙田鸡		chin33uo55dien55ci52	chin33uo55dien55ci52				roundtrip_mismatch	tɕʰiŋ33uo55diẽ55tɕi52	chin33uo55dien55tci52	
source_clean	result_all_converted.clean.csv	643		146					田鸡		dien11ci52	dien11ci52				roundtrip_mismatch	diẽ11tɕi52	dien11tci52	
source_clean	result_all_converted.clean.csv	644		146					水鸡		sy335ci52	sy335ci52				roundtrip_mismatch	sɿ335tɕi52	sy335tci52	
source_clean	result_all_converted.clean.csv	647		146					乌龟		u33ciu52	u33ciu52				roundtrip_mismatch	u33tɕy52	u33tciu52	
source_clean	result_all_converted.clean.csv	648		146					甲鱼		ciaq3yu52	ciaq3yu52				roundtrip_mismatch	tɕiaʔ3ɦy52	tciaq3yu52	
source_clean	result_all_converted.clean.csv	650		146					蛇虫百脚		zo11dzon55paq5ciaq54	zo11dzon55paq5ciaq54				roundtrip_mismatch	zo11dzoŋ55paʔ5tɕiaʔ54	zo11dzon55paq5tciaq54	
source_clean	result_all_converted.clean.csv	654		146					茧		cien335	cien335				roundtrip_mismatch	tɕiẽ335	tcien335	
source_clean	result_all_converted.clean.csv	661		146					长脚黄蜂		tsan335ciaq5huaon55fon52	tsan335ciaq5huaon55fon52				roundtrip_mismatch	tsaŋ335tɕiaʔ5huɒŋ55foŋ52	tsan335tciaq5huaon55fon52	
source_clean	result_all_converted.clean.csv	665		146					灶壁鸡		tsa33piq3ci33	tsa33piq3ci33				roundtrip_mismatch	tsa33pieʔ3tɕi33	tsa33piq3tci33	
source_clean	result_all_converted.clean.csv	666		146					绩婆婆		ciq3bo55bo52	ciq3bo55bo52				roundtrip_mismatch	tɕieʔ3bo55bo52	tciq3bo55bo52	
source_clean	result_all_converted.clean.csv	667		147					油唧蛉		yeu11ciq5lin52	yeu11ciq5lin52				roundtrip_mismatch	ɦiɤ11tɕieʔ5liŋ52	yieu11tciq5lin52	
source_clean	result_all_converted.clean.csv	681		147					金虫		cin33dzon52	cin33dzon52				roundtrip_mismatch	tɕiŋ33dzoŋ52	tcin33dzon52	
source_clean	result_all_converted.clean.csv	688		147					蛀虫		ciu33dzon33	ciu33dzon33				roundtrip_mismatch	tɕy33dzoŋ33	tciu33dzon33	
source_clean	result_all_converted.clean.csv	695		147					结蛛		ciq3ciu52	ciq3ciu52				roundtrip_mismatch	tɕieʔ3tɕy52	tciq3tciu52	
source_clean	result_all_converted.clean.csv	697		148					结蛛罗绷		ciq3ciu55lo55pan52	ciq3ciu55lo55pan52				roundtrip_mismatch	tɕieʔ3tɕy55lo55paŋ52	tciq3tciu55lo55pan52	
source_clean	result_all_converted.clean.csv	703		148					金苍蝇		cin33tshaon55in52	cin33tshaon55in52				roundtrip_mismatch	tɕiŋ33tsʰɒŋ55iŋ52	tcin33tshaon55in52	
source_clean	result_all_converted.clean.csv	714		148					蛔丝		we11sy52	we11sy52				roundtrip_mismatch	ɦuᴇ11sɿ52	wue11sy52	
source_clean	result_all_converted.clean.csv	731		149					四脚蛇		sy33ciaq3zo33	sy33ciaq3zo33				roundtrip_mismatch	sɿ33tɕiaʔ3zo33	sy33tciaq3zo33	
source_clean	result_all_converted.clean.csv	740		149					雄牛		yon11gnieu52	yon11gnieu52				roundtrip_mismatch	ɦioŋ11ȵiɤ52	yion11gnieu52	
source_clean	result_all_converted.clean.csv	751		149					雄驴		yon11li52	yon11li52				roundtrip_mismatch	ɦioŋ11li52	yion11li52	
source_clean	result_all_converted.clean.csv	754		149					肉猪		gnio11tsy11	gnio11tsy11				roundtrip_mismatch	ȵiɒ11tsɿ11	gniau11tsy11	
source_clean	result_all_converted.clean.csv	755		149					肉肉		gnio11gnio11	gnio11gnio11				roundtrip_mismatch	ȵiɒ11ȵiɒ11	gniau11gniau11	
source_clean	result_all_converted.clean.csv	757		150					雄肉猪		yon11gnio55tsy52	yon11gnio55tsy52				roundtrip_mismatch	ɦioŋ11ȵiɒ55tsɿ52	yion11gniau55tsy52	
source_clean	result_all_converted.clean.csv	761		150					羊		yan231	yan231				roundtrip_mismatch	ɦiaŋ231	yian231	
source_clean	result_all_converted.clean.csv	762		150					山羊		saen33yan52	saen33yan52				roundtrip_mismatch	sæ̃33ɦiaŋ52	saen33yian52	
source_clean	result_all_converted.clean.csv	763		150					湖羊		wu11yan52	wu11yan52				roundtrip_mismatch	ɦu11ɦiaŋ52	wu11yian52	
source_clean	result_all_converted.clean.csv	764		150					绵羊		mien11yan52	mien11yan52				roundtrip_mismatch	miẽ11ɦiaŋ52	mien11yian52	
source_clean	result_all_converted.clean.csv	765		150					雄咯羊		yon11koq5yan52	yon11koq5yan52				roundtrip_mismatch	ɦioŋ11koʔ5ɦiaŋ52	yion11koq5yian52	
source_clean	result_all_converted.clean.csv	766		150					雌咯羊		tshy33koq5yan52	tshy33koq5yan52				roundtrip_mismatch	tsʰɿ33koʔ5ɦiaŋ52	tshy33koq5yian52	
source_clean	result_all_converted.clean.csv	767		150					小羊		shiau335yan52	shiau335yan52				roundtrip_mismatch	ɕiɒ335ɦiaŋ52	shiau335yian52	
source_clean	result_all_converted.clean.csv	769		150					雄狗		yon11keu55	yon11keu55				roundtrip_mismatch	ɦioŋ11kɤ55	yion11keu55	
source_clean	result_all_converted.clean.csv	773		150					西洋狗		shi33yan55keu52	shi33yan55keu52				roundtrip_mismatch	ɕi33ɦiaŋ55kɤ52	shi33yian55keu52	
source_clean	result_all_converted.clean.csv	776		150					雄猫		yon11mau52	yon11mau52				roundtrip_mismatch	ɦioŋ11mɒ52	yion11mau52	
source_clean	result_all_converted.clean.csv	779		150					鸡		ci52	ci52				roundtrip_mismatch	tɕi52	tci52	
source_clean	result_all_converted.clean.csv	780		150					雄鸡		yon11ci52	yon11ci52				roundtrip_mismatch	ɦioŋ11tɕi52	yion11tci52	
source_clean	result_all_converted.clean.csv	781		150					哥哥鸡		ko33ko55ci52	ko33ko55ci52				roundtrip_mismatch	ko33ko55tɕi52	ko33ko55tci52	
source_clean	result_all_converted.clean.csv	782		150					童子鸡		don11tsy55ci52	don11tsy55ci52				roundtrip_mismatch	doŋ11tsɿ55tɕi52	don11tsy55tci52	
source_clean	result_all_converted.clean.csv	783		150					子鸡		tsy335ci52	tsy335ci52				roundtrip_mismatch	tsɿ335tɕi52	tsy335tci52	
source_clean	result_all_converted.clean.csv	784		150					起骚雄鸡		chi335sau55yon55ci52	chi335sau55yon55ci52				roundtrip_mismatch	tɕʰi335sɒ55ɦioŋ55tɕi52	chi335sau55yion55tci52	
source_clean	result_all_converted.clean.csv	785		150					线鸡		shien33ci33	shien33ci33				roundtrip_mismatch	ɕiẽ33tɕi33	shien33tci33	
source_clean	result_all_converted.clean.csv	786		150					去势谓之		chi33sy33we33tsy33	chi33sy33we33tsy33				roundtrip_mismatch	tɕʰi33sɿ33ɦuᴇ33tsɿ33	chi33sy33wue33tsy33	
source_clean	result_all_converted.clean.csv	787		150					半脚佬		poen33ciaq3lau33	poen33ciaq3lau33				roundtrip_mismatch	pø̃33tɕiaʔ3lɒ33	poen33tciaq3lau33	
source_clean	result_all_converted.clean.csv	788		151					鸡婆		ci33bo52	ci33bo52				roundtrip_mismatch	tɕi33bo52	tci33bo52	
source_clean	result_all_converted.clean.csv	789		151					雌鸡婆		tshy33ci55bo52	tshy33ci55bo52				roundtrip_mismatch	tsʰɿ33tɕi55bo52	tshy33tci55bo52	
source_clean	result_all_converted.clean.csv	790		151					鸡娘		ci33gnian52	ci33gnian52				roundtrip_mismatch	tɕi33ȵiaŋ52	tci33gnian52	
source_clean	result_all_converted.clean.csv	791		151					哆哆鸡		ci52	ci52				roundtrip_mismatch	tɕi52	tci52	
source_clean	result_all_converted.clean.csv	792		151					赖孵鸡娘		la11bu11ci11gnian11	la11bu11ci11gnian11				roundtrip_mismatch	la11bu11tɕi11ȵiaŋ11	la11bu11tci11gnian11	
source_clean	result_all_converted.clean.csv	794		151					小鸡		shiau335ci52	shiau335ci52				roundtrip_mismatch	ɕiɒ335tɕi52	shiau335tci52	
source_clean	result_all_converted.clean.csv	795		151					火鸡		hu335ci52	hu335ci52				roundtrip_mismatch	hu335tɕi52	hu335tci52	
source_clean	result_all_converted.clean.csv	796		151					乌骨鸡		u33kueq5ci52	u33kueq5ci52				roundtrip_mismatch	u33kueʔ5tɕi52	u33kueq5tci52	
source_clean	result_all_converted.clean.csv	798		151					雄鸭		yon11aeq5	yon11aeq5				roundtrip_mismatch	ɦioŋ11æʔ5	yion11aeq5	
source_clean	result_all_converted.clean.csv	809		151					雄鹅		yon11ngo52	yon11ngo52				roundtrip_mismatch	ɦioŋ11ŋo52	yion11ngo52	
source_clean	result_all_converted.clean.csv	814		151					鸡子		ci33tsy55	ci33tsy55				roundtrip_mismatch	tɕi33tsɿ55	tci33tsy55	
source_clean	result_all_converted.clean.csv	815		151					鸡蛋		ci33daen55	ci33daen55				roundtrip_mismatch	tɕi33dæ̃55	tci33daen55	
source_clean	result_all_converted.clean.csv	831		152					脚爪		ciaq3tsau55	ciaq3tsau55				roundtrip_mismatch	tɕiaʔ3tsɒ55	tciaq3tsau55	
source_clean	result_all_converted.clean.csv	841		152					槐树		wa11zhiu55	wa11zhiu55				roundtrip_mismatch	ɦua11ʑy55	wua11zhiu55	
source_clean	result_all_converted.clean.csv	899		154					槐花		wa11huo52	wa11huo52				roundtrip_mismatch	ɦua11huo52	wua11huo52	
source_clean	result_all_converted.clean.csv	901		154					芍药花		zoq1yaq5huo52	zoq1yaq5huo52				roundtrip_mismatch	zoʔ1ɦiaʔ5huo52	zoq1yiaq5huo52	
source_clean	result_all_converted.clean.csv	906		155					金桂		cin33kue55	cin33kue55				roundtrip_mismatch	tɕiŋ33kuᴇ55	tcin33kue55	
source_clean	result_all_converted.clean.csv	909		155					菊花		cioeq3huo52	cioeq3huo52				roundtrip_mismatch	tɕiøʔ3huo52	tcioeq3huo52	
source_clean	result_all_converted.clean.csv	911		155					月月红		gnioeq1gnioeq5won52	gnioeq1gnioeq5won52				roundtrip_mismatch	ȵiøʔ1ȵiøʔ5ɦuoŋ52	gnioeq1gnioeq5wuon52	
source_clean	result_all_converted.clean.csv	915		155					金银花		cin33gnin55huo52	cin33gnin55huo52				roundtrip_mismatch	tɕiŋ33ȵiŋ55huo52	tcin33gnin55huo52	
source_clean	result_all_converted.clean.csv	918		155					野百合		ya115paq5keq54	ya115paq5keq54				roundtrip_mismatch	ɦia115paʔ5keʔ54	yia115paq5keq54	
source_clean	result_all_converted.clean.csv	923		155					水芭蕉		sy335po55ciau52	sy335po55ciau52				roundtrip_mismatch	sɿ335po55tɕiɒ52	sy335po55tciau52	
source_clean	result_all_converted.clean.csv	924		155					鸡冠花		ci33kuoen55huo52	ci33kuoen55huo52				roundtrip_mismatch	tɕi33kuø̃55huo52	tci33kuoen55huo52	
source_clean	result_all_converted.clean.csv	931		155					映山红		ian335saen55won52	ian335saen55won52				roundtrip_mismatch	iaŋ335sæ̃55ɦuoŋ52	ian335saen55wuon52	
source_clean	result_all_converted.clean.csv	932		155					夜姣姣		ya11ciau11ciau11	ya11ciau11ciau11				roundtrip_mismatch	ɦia11tɕiɒ11tɕiɒ11	yia11tciau11tciau11	
source_clean	result_all_converted.clean.csv	935		156					怕痒花		pho33yan33huo33	pho33yan33huo33				roundtrip_mismatch	pʰo33ɦiaŋ33huo33	pho33yian33huo33	
source_clean	result_all_converted.clean.csv	954		156					槿杞柳		cin335chi55lieu52	cin335chi55lieu52				roundtrip_mismatch	tɕiŋ335tɕʰi55liɤ52	tcin335chi55lieu52	
source_clean	result_all_converted.clean.csv	959		156					芦苇		lu11we52	lu11we52				roundtrip_mismatch	lu11ɦuᴇ52	lu11wue52	
source_clean	result_all_converted.clean.csv	967		157					活芦菩		weq1lu55bu52	weq1lu55bu52				roundtrip_mismatch	ɦueʔ1lu55bu52	wueq1lu55bu52	
source_clean	result_all_converted.clean.csv	1030		159					芋节		gniu11ciq1	gniu11ciq1				roundtrip_mismatch	ȵy11tɕieʔ1	gniu11tciq1	
source_clean	result_all_converted.clean.csv	1033		159					洋芋奶		yan11gniu55na52	yan11gniu55na52				roundtrip_mismatch	ɦiaŋ11ȵy55na52	yian11gniu55na52	
source_clean	result_all_converted.clean.csv	1035		159					洋蕃薯		yan11zhiu52	yan11zhiu52				roundtrip_mismatch	ɦiaŋ11ʑy52	yian11zhiu52	
source_clean	result_all_converted.clean.csv	1040		159					小阳生		shiau335yan55san52	shiau335yan55san52				roundtrip_mismatch	ɕiɒ335ɦiaŋ55saŋ52	shiau335yian55san52	
source_clean	result_all_converted.clean.csv	1060		160					稻械		dau115ya52	dau115ya52				roundtrip_mismatch	dɒ115ɦia52	dau115yia52	
source_clean	result_all_converted.clean.csv	1068		160					药性萝萄		yaq1shin55lo55dau52	yaq1shin55lo55dau52				roundtrip_mismatch	ɦiaʔ1ɕiŋ55lo55dɒ52	yiaq1shin55lo55dau52	
source_clean	result_all_converted.clean.csv	1071		160					高脚白		kau33ciaq5baq54	kau33ciaq5baq54				roundtrip_mismatch	kɒ33tɕiaʔ5baʔ54	kau33tciaq5baq54	
source_clean	result_all_converted.clean.csv	1079		160					卷心菜		cioen335shin55tshe52	cioen335shin55tshe52				roundtrip_mismatch	tɕiø̃335ɕiŋ55tsʰᴇ52	tcioen335shin55tshe52	
source_clean	result_all_converted.clean.csv	1082		160					油德儿菜		yeu11teoq5gni55tshe52	yeu11teoq5gni55tshe52				roundtrip_mismatch	ɦiɤ11təʔ5ȵi55tsʰᴇ52	yieu11teoq5gni55tshe52	
source_clean	result_all_converted.clean.csv	1083		161					油菜		yeu11tshe55	yeu11tshe55				roundtrip_mismatch	ɦiɤ11tsʰᴇ55	yieu11tshe55	
source_clean	result_all_converted.clean.csv	1084		161					油菜		yeu11tshe55	yeu11tshe55				roundtrip_mismatch	ɦiɤ11tsʰᴇ55	yieu11tshe55	
source_clean	result_all_converted.clean.csv	1087		161					药芹菜		yaq1jin55tshe52	yaq1jin55tshe52				roundtrip_mismatch	ɦiaʔ1dʑiŋ55tsʰᴇ52	yiaq1jin55tshe52	
source_clean	result_all_converted.clean.csv	1095		161					一种野菜		iq3tson55ya55tshe52	iq3tson55ya55tshe52				roundtrip_mismatch	ieʔ3tsoŋ55ɦia55tsʰᴇ52	iq3tson55yia55tshe52	
