source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	227	pdf012_p134_0008	134	12	8	train	matched	乌焦毛头臭	书焦毛头臭	u33ciau55mhau55deu55tsheu33	u33ciau55mhau55deu55tsheu33	u33tɕiɤ55hmɤ55də55tsʰə33	unknown_final:hau:mhau	candidate_headword_differs	forward_error	u33tɕiɒ55<mhau55>dɤ55tsʰɤ33		unknown_final:hau:mhau
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	370	pdf020_p142_0005	142	20	5	train	weak_match	马熊	屯熊	mha33yon52	mha33yon52	hma33ɦioŋ52	unknown_final:ha:mha	non_matched_quality:weak_match;candidate_headword_differs	forward_error	<mha33>ɦioŋ52		unknown_final:ha:mha
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	444	pdf023_p145_0023	145	23	23	train	matched	毛大蟹	毛大蟹	mhau33da55ha52	mhau33da55ha52	hmɤ33da55ha52	unknown_final:hau:mhau	ok	forward_error	<mhau33>da55ha52		unknown_final:hau:mhau
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	485	pdf025_p147_0017	147	25	17	train	matched	毛蝴蝶	毛蝴蝶	mhau33wu55diaq54	mhau33wu55diaq54	hmɤ33ɦu55diaʔ54	unknown_final:hau:mhau	ok	forward_error	<mhau33>ɦu55diaʔ54		unknown_final:hau:mhau
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	526	pdf027_p149_0018	149	27	18	test	matched	马	马	mha52	mha52	hma52	unknown_final:ha:mha	ok	forward_error	<mha52>		unknown_final:ha:mha
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	527	pdf027_p149_0019	149	27	19	test	matched	雄马	雄马	yon11mha52	yon11mha52	ɦioŋ11hma52	unknown_final:ha:mha	ok	forward_error	ɦioŋ11<mha52>		unknown_final:ha:mha
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	528	pdf027_p149_0020	149	27	20	test	matched	雌马	雌马	tshy33mha52	tshy33mha52	tsʰy33hma52	unknown_final:ha:mha	ok	forward_error	tsʰɿ33<mha52>		unknown_final:ha:mha
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	529	pdf027_p149_0021	149	27	21	test	matched	小马	小马	shiau335mha52	shiau335mha52	ɕiɤ335hma52	unknown_final:ha:mha	ok	forward_error	ɕiɒ335<mha52>		unknown_final:ha:mha
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	587	pdf029_p151_0024	151	29	24	train	matched	黄毛小鹅	黄毛小鹅	huaon33mhau55shiau55ngo52	huaon33mhau55shiau55ngo52	huɒŋ33hmɤ55ɕiɤ55ŋɒ52	unknown_final:hau:mhau	ok	forward_error	huɒŋ33<mhau55>ɕiɒ55ŋo52		unknown_final:hau:mhau
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	595	pdf030_p152_0006	152	30	6	train	weak_match	毛毛	毛	mhau33mhau52	mhau33mhau52	hmɤ33hmɤ52	unknown_final:hau:mhau;unknown_final:hau:mhau	non_matched_quality:weak_match;candidate_headword_differs	forward_error	<mhau33><mhau52>		unknown_final:hau:mhau;unknown_final:hau:mhau
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	596	pdf030_p152_0008	152	30	8	train	matched	雉鸡毛	雉鸡毛	dzy115ci55mhau52	dzy115ci55mhau52	dzy115tɕi55hmɤ52	unknown_final:hau:mhau	ok	forward_error	dzɿ115tɕi55<mhau52>		unknown_final:hau:mhau
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	635	pdf032_p154_0002	154	32	2	train	matched	毛竹	毛竹	mhau33tsoq5	mhau33tsoq5	hmɤ33tsoʔ5	unknown_final:hau:mhau	ok	forward_error	<mhau33>tsoʔ5		unknown_final:hau:mhau
